#nbCoul=tailleGrille*tailleGrille
#tailleGrille, d (AVL)
10	0.000036
110	0.017657
210	0.056549
310	0.158125
410	0.372656
510	0.689643
610	1.148452
710	1.743574
810	2.533469
910	3.529412
1010	4.760489
1110	6.228341
1210	7.902291
1310	9.890138
1410	12.147027
1510	14.763543
1610	17.688248
1710	21.117801
1810	24.831293
1910	28.985795
2010	33.582200
2110	38.513335
