#nbCoul=N=M
#tailleGrille, d (LDC)
4	0.000004
74	0.002181
144	0.013157
214	0.038668
284	0.087658
354	0.164338
424	0.282495
494	0.456040
564	0.700254
634	1.018586
704	1.409753
774	1.870965
844	2.396686
914	3.139311
984	3.937304
1054	4.781249
1124	5.921056
1194	7.041989
1264	8.201165
1334	9.743790
1404	11.772682
1474	13.362705
1544	15.472997
1614	17.488097
1684	19.859366
1754	22.678254
1824	25.433632
1894	28.275728
1964	31.569335
2034	35.117403
