#nbCoul=N=M
#tailleGrille, d (AVL)
4	0.000006
64	0.003791
124	0.021828
184	0.061914
244	0.135181
304	0.248737
364	0.412818
424	0.642398
484	0.942995
544	1.313687
604	1.792392
664	2.369867
724	3.063586
784	3.872646
844	4.838004
904	5.918624
964	7.206594
1024	8.627686
1084	10.185012
1144	11.966700
1204	13.916446
1264	16.127564
1324	18.544244
1384	21.342683
1444	24.147574
1504	27.170015
1564	30.656290
1624	34.115552
1684	37.960451
